Market Code,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,SKU,Price,Price List, Units per Case, Converted To,Unit Price,Supplier Description,SplitMultipleRule,PackSize,UnitSizeMultiple,UnitsPerCase
,200912,"Food","Vegetables","Squash","Butternut",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1068","1.46","IHG","1.0000000","kg","1.46",,"1.0000","1","1.000","1.0000000",
,200913,"Food","Vegetables","Swede","Swede",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1054","0.99","IHG","1.0000000","kg","0.99",,"1.0000","1","1.000","1.0000000",
,200929,"Food","Salad","Celery","Celery",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C1146","0.89","IHG","1.0000000","each","0.89",,"1.0000","1","1.000","1.0000000",
,200962,"Food","Salad","Lettuce","Lettuce : Chinese Leaf",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1152","1.41","IHG","1.0000000","kg","1.41",,"1.0000","1","1.000","1.0000000",
,201003,"Food","Salad","Lettuce","Lettuce : Round",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C1194","0.84","IHG","1.0000000","each","0.84",,"1.0000","1","1.000","1.0000000",
,201027,"Food","Salad","Peppers","Peppers : Red",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0837","3.08","IHG","1.0000000","kg","3.08",,"1.0000","1","1.000","1.0000000",
,201085,"Food","Herbs (Fresh)","Basil","Basil",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"A0011","1.78","IHG","0.1000000","kg","1.78",,"1.0000","1","0.100","0.1000000",
,201096,"Food","Herbs (Fresh)","Chives","Chives",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"C1153","1.78","IHG","0.1000000","kg","1.78",,"1.0000","1","0.100","0.1000000",
,201105,"Food","Herbs (Fresh)","Dill","Dill",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"C0451","1.46","IHG","0.1000000","kg","1.46",,"1.0000","1","0.100","0.1000000",
,201112,"Food","Herbs (Fresh)","Lemon Thyme","Lemon Thyme",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"C0476","1.56","IHG","0.1000000","kg","1.56",,"1.0000","1","0.100","0.1000000",
,201119,"Food","Herbs (Fresh)","Mint","Mint",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"C0470","1.25","IHG","0.1000000","kg","1.25",,"1.0000","1","0.100","0.1000000",
,201130,"Food","Herbs (Fresh)","Rosemary","Rosemary",,,"Standard","1 x 100 g",1.0000,1,"100.000","g",,0%,"C0491","1.41","IHG","0.1000000","kg","1.41",,"1.0000","1","0.100","0.1000000",
,201138,"Food","Herbs (Fresh)","Tarragon","Tarragon",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"C0463","1.78","IHG","0.1000000","kg","1.78",,"1.0000","1","0.100","0.1000000",
,201144,"Food","Herbs (Fresh)","Chillies","Chillies : Green",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0910","5.33","IHG","1.0000000","kg","5.33",,"1.0000","1","1.000","1.0000000",
,201145,"Food","Herbs (Fresh)","Chillies","Chillies : Red",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1151","6.01","IHG","1.0000000","kg","6.01",,"1.0000","1","1.000","1.0000000",
,204672,"Food","Vegetables Baby","Aubergines","Aubergines",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0921","2.25","IHG","1.0000000","kg","2.25",,"1.0000","1","1.000","1.0000000",
,205808,"Food","Fruit,  Prepared (Chilled)","Fruit Puree","Mango : Puree",,,,"1 x 1kg",1.0000,1,"1.000","kg",,0%,"F0109","9.92","IHG","1.0000000","kg","9.92",,"1.0000","1","1.000","1.0000000",
,205818,"Food","Vegetables","Beans","Beans Extra Fine",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0929","7.31","IHG","1.0000000","kg","7.31",,"1.0000","1","1.000","1.0000000",
,205842,"Food","Vegetables","Mushrooms","Mushrooms : Button",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1204","2.98","IHG","1.0000000","kg","2.98",,"1.0000","1","1.000","1.0000000",
,206310,"Food","Fruit  (Fresh)","Banana","Banana",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"A0007","1.41","IHG","1.0000000","kg","1.41",,"1.0000","1","1.000","1.0000000",
,206326,"Food","Fruit  (Fresh)","Quince","Quince",,,,"kg",1.0000,1,"1.000","kg",,0%,"C0418","5.22","IHG","1.0000000","kg","5.22",,"1.0000","1","1.000","1.0000000",
,206336,"Food","Salad","Endives","Chicory Red",,,,"kg ",1.0000,1,"1.000","kg",,0%,"C0774","6.53","IHG","1.0000000","kg","6.53",,"1.0000","1","1.000","1.0000000",
,206385,"Food","Herbs (Fresh)","Parsley","Parsley : Curly",,,"Standard","1 x 100g",1.0000,1,"100.000","g",,0%,"C1228","1.13","IHG","0.1000000","kg","1.13",,"1.0000","1","0.100","0.1000000",
,206403,"Food","Vegetables","Broccoli","Broccoli",,,"Organic","kg",1.0000,1,"1.000","kg",,0%,"C1131","2.51","IHG","1.0000000","kg","2.51",,"1.0000","1","1.000","1.0000000",
,206409,"Food","Vegetables","Carrots","Carrots : Donkey",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1144","0.68","IHG","1.0000000","kg","0.68",,"1.0000","1","1.000","1.0000000",
,206416,"Food","Vegetables","Garlic","Garlic",,,"Organic","kg",1.0000,1,"1.000","kg",,0%,"C0989","4.86","IHG","1.0000000","kg","4.86",,"1.0000","1","1.000","1.0000000",
,206417,"Food","Vegetables","Onions","Onions : Spanish",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0993","0.63","IHG","1.0000000","kg","0.63",,"1.0000","1","1.000","1.0000000",
,210279,"Food","Vegetables","Mushrooms","Mushrooms : Oyster",,"Own","Standard","kg",1.0000,1,"1.000","kg",,0%,"C1212","6.53","IHG","1.0000000","kg","6.53",,"1.0000","1","1.000","1.0000000",
,210436,"Food","Vegetables Baby","Carrots","Carrots",,"Own","Standard","kg",1.0000,1,"1.000","kg",,0%,"C1042","0.68","IHG","1.0000000","kg","0.68",,"1.0000","1","1.000","1.0000000",
,210554,"Food","Ice Cream, Lollies & Fzn Fruit","Frozen Fruit Puree","Blackberry Puree",,"Own","Standard","1 x 1kg",1.0000,1,"1.000","kg","each",0%,"F0086","10.77","IHG","1.0000000","kg","10.77",,"1.0000","1","1.000","1.0000000",
,210564,"Food","Ice Cream, Lollies & Fzn Fruit","Frozen Fruit Puree","Fruits of the Forest Puree",,"Own","Standard","1 x 1kg",1.0000,1,"1.000","kg","each",0%,"F0099","9.92","IHG","1.0000000","kg","9.92",,"1.0000","1","1.000","1.0000000",
,210570,"Food","Ice Cream, Lollies & Fzn Fruit","Frozen Fruit Puree","Lychee Puree",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg","each",0%,"F0107","9.85","IHG","1.0000000","kg","9.85",,"1.0000","1","1.000","1.0000000",
,210578,"Food","Ice Cream, Lollies & Fzn Fruit","Frozen Fruit Puree","Pineapple Puree",,"Own","Standard","1 x 1kg",1.0000,1,"1.000","kg","each",0%,"F0122","8.15","IHG","1.0000000","kg","8.15",,"1.0000","1","1.000","1.0000000",
,211841,"Food","Cheese","Italian (Chilled)","Mozzarella : Block",,"Own","Standard","kg",1.0000,1,"1.000","kg",,0%,"C0061","13.32","IHG","1.0000000","kg","13.32",,"1.0000","1","1.000","1.0000000",
,212400,"Food","Bakery","Bread","Bread Brown : Medium : Sliced",,"Own","Standard","1 x 800g",1.0000,1,"1.000","each",,0%,"A0400","1.62","IHG","1.0000000","each","1.62",,"1.0000","1","1.000","1.0000000",
,212401,"Food","Bakery","Bread","Bread Brown : Thick : Sliced",,"Own","Standard","1 x 800g",1.0000,1,"1.000","each",,0%,"A0403","1.57","IHG","1.0000000","each","1.57",,"1.0000","1","1.000","1.0000000",
,212410,"Food","Salad","Micro Salad","Micro Salad : Basil : Green",,,,"1 x 30g",1.0000,1,"30.000","g",,0%,"C0505","2.19","IHG","0.0300000","kg","2.19",,"1.0000","1","0.030","0.0300000",
,212728,"Food","Vegetables","Samphire Grass","Samphire Grass",,,,"kg",1.0000,1,"1.000","kg",,0%,"C1005","13.46","IHG","1.0000000","kg","13.46",,"1.0000","1","1.000","1.0000000",
,217240,"Food","Fruit  (Fresh)","Pitahaya","Pitahaya : Dragon Fruit",,"Own","Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C0414","5.33","IHG","1.0000000","each","5.33",,"1.0000","1","1.000","1.0000000",
,217254,"Food","Salad","Tomatoes","Tomatoes : Vine",,,"Standard","price per kg",1.0000,1,"1.000","kg",,0%,"C0863","2.19","IHG","1.0000000","kg","2.19",,"1.0000","1","1.000","1.0000000",
,217465,"Food","Vegetables","Leeks","Leeks",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0904","2.04","IHG","1.0000000","kg","2.04",,"1.0000","1","1.000","1.0000000",
,218265,"Food","Vegetables","Cabbage","Cabbage : Black",,,"Organic","kg",1.0000,1,"1.000","kg",,0%,"C0897","4.18","IHG","1.0000000","kg","4.18",,"1.0000","1","1.000","1.0000000",
,218533,"Food","Vegetables","Yam","Yam",,,,"kg",1.0000,1,"1.000","kg",,0%,"C0977","3.39","IHG","1.0000000","kg","3.39",,"1.0000","1","1.000","1.0000000",
,218954,"Food","Fruit (Frozen)","Blueberries","Blueberries",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"F0007","8.24","IHG","1.0000000","kg","8.24",,"1.0000","1","1.000","1.0000000",
,220254,"Food","Vegetables","Potatoes","Potatoes : Yukon Gold",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0716","2.14","IHG","1.0000000","kg","2.14",,"1.0000","1","1.000","1.0000000",
,220440,"Food","Baking Ingredients","Culinary Nuts & Seeds","Chestnuts : Vac Pac",,"Own","Standard","1 x 400 g",1.0000,1,"400.000","g",,0%,"C1383","5.92","IHG","0.4000000","kg","5.92",,"1.0000","1","0.400","0.4000000",
,223212,"Food","Dairy & Eggs (Chilled)","Fresh Cream (Chilled)","Sour Cream",,"Own","Standard","1 x 2kg",1.0000,1,"2.000","kg",,0%,"C0088","7.36","IHG","2.0000000","kg","7.36",,"1.0000","1","2.000","2.0000000",
,227014,"Food","Vegetables","Beetroot","Beetroot : Golden",,,,"kg",1.0000,1,"1.000","kg",,0%,"C1038","2.61","IHG","1.0000000","kg","2.61",,"1.0000","1","1.000","1.0000000",
,249103,"Food","Herbs (Fresh)","Sorrel","Sorrel : Red Veined",,,"Standard","1 x 30 g",1.0000,1,"30.000","g","Packet",0%,"C1261","2.26","IHG","0.0300000","kg","2.26",,"1.0000","1","0.030","0.0300000",
,252869,"Food","Vegetables","Cauliflower","Cauliflower",,,,"1 x 1 each",1.0000,1,"1.000","each",,0%,"C0915","1.93","IHG","1.0000000","each","1.93",,"1.0000","1","1.000","1.0000000",
,253874,"Food","Salad","Lettuce","Lettuce : Mesclum",,,,"kg",1.0000,1,"1.000","kg",,0%,"C1199","13.05","IHG","1.0000000","kg","13.05",,"1.0000","1","1.000","1.0000000",
,273960,"Food","Vegetables","Broccoli","Broccoli : Tenderstem",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"C1133","5.17","IHG","0.5000000","kg","5.17",,"1.0000","1","0.500","0.5000000",
,273963,"Food","Vegetables","Cabbage","Cabbage : Savoy",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C0887","1.57","IHG","1.0000000","each","1.57",,"1.0000","1","1.000","1.0000000",
,274021,"Food","Fruit (Frozen)","Strawberries","Strawberries",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"F0022","5.17","IHG","1.0000000","kg","5.17",,"1.0000","1","1.000","1.0000000",
,274030,"Food","Fruit  (Fresh)","Grapefruit","Grapefruit : White",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C0260","0.78","IHG","1.0000000","each","0.78",,"1.0000","1","1.000","1.0000000",
,274531,"Food","Salad","Lettuce","Lettuce : Frisee",,"Own","Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C0787","1.62","IHG","1.0000000","each","1.62",,"1.0000","1","1.000","1.0000000",
,299515,"Food","Oil","Rapeseed Oil","Rapeseed Oil",,,"Standard","1 x 20 ltr",1.0000,1,"20.000","ltr",,0%,"A0426","32.90","IHG","20.0000000","ltr","32.9",,"1.0000","1","20.000","20.0000000",
,305588,"Food","Vegetables","Pumpkin","Pumpkin : Diced",,,"Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"P0314","4.30","IHG","1.0000000","kg","4.3",,"1.0000","1","1.000","1.0000000",
,306109,"Food","Vegetables (Frozen)","Asparagus (Frozen)","Asparagus",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"F0028","7.57","IHG","1.0000000","kg","7.57",,"1.0000","1","1.000","1.0000000",
,306218,"Food","Vegetables (Frozen)","Broccoli (Frozen)","Broccoli",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"F0034","2.18","IHG","1.0000000","kg","2.18",,"1.0000","1","1.000","1.0000000",
,306290,"Drinks","Fruit Juice","Fruit Juice","Carrot Juice",,,,"1 x 1 ltr",1.0000,1,"1.000","ltr",,20%,"C0546","2.10","IHG","1.0000000","ltr","2.1","2ltrs","1.0000","1","1.000","1.0000000",
,306318,"Food","Vegetables (Frozen)","Carrots (Frozen)","Baby Carrots",,,,"1 x 907 g",1.0000,1,"907.000","g",,0%,"F0037","1.72","IHG","0.9070000","kg","1.72",,"1.0000","1","0.907","0.9070000",
,306983,"Food","Fruit  (Fresh)","All Other","Feijoa",,,,"1 x 1 each",1.0000,1,"1.000","each",,0%,"C0382","1.31","IHG","1.0000000","each","1.31",,"1.0000","1","1.000","1.0000000",
,307069,"Drinks","Fruit Juice","Fruit Juice","Lime Juice",,"Own","Standard","1 x 1 ltr",1.0000,1,"1.000","ltr","bottle",20%,"C0594","6.16","IHG","1.0000000","ltr","6.16",,"1.0000","1","1.000","1.0000000",
,354566,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Blood : Peach Puree",,"Own","Standard","1 x 1kg",1.0000,1,"1.000","kg",,0%,"F0060","8.62","IHG","1.0000000","kg","8.62",,"1.0000","1","1.000","1.0000000",
,364391,"Food","Fruit  (Fresh)","Apple","Apple : Bramley",,,,"kg",1.0000,1,"1.000","kg",,0%,"C0178","2.04","IHG","1.0000000","kg","2.04",,"1.0000","1","1.000","1.0000000",
,364452,"Food","Vegetables","Mushrooms","Mushrooms : Flat",,,,"kg",1.0000,1,"1.000","kg",,0%,"C1209","3.39","IHG","1.0000000","kg","3.39",,"1.0000","1","1.000","1.0000000",
,367577,"Food","Vegetables","Kale","Kale",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C0972","3.03","IHG","1.0000000","kg","3.03",,"1.0000","1","1.000","1.0000000",
,367594,"Food","Vegetables","Beans","Beans Runner",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1344","6.74","IHG","1.0000000","kg","6.74",,"1.0000","1","1.000","1.0000000",
,371495,"Food","Vegetables","Carrots","Carrots : Purple",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1016","2.87","IHG","1.0000000","kg","2.87",,"1.0000","1","1.000","1.0000000",
,371497,"Food","Vegetables","Carrots","Carrots : White",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1020","2.87","IHG","1.0000000","kg","2.87",,"1.0000","1","1.000","1.0000000",
,371513,"Food","Salad","Lettuce","Lettuce : Lollo Biondo",,"Own","Standard","1 x 1 each",1.0000,1,"1.000","each","case",0%,"C0789","1.20","IHG","1.0000000","each","1.2",,"1.0000","1","1.000","1.0000000",
,389001,"Food","Herbs (Fresh)","Loveage","Lovage",,"Own","Standard","1 x 50 g",1.0000,1,"50.000","g",,0%,"C1197","1.78","IHG","0.0500000","kg","1.78",,"1.0000","1","0.050","0.0500000",
,397250,"Food","Vegetables","Pumpkin","Pumpkin",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1360","2.42","IHG","1.0000000","kg","2.42",,"1.0000","1","1.000","1.0000000",
,399900,"Food","Vegetables","Cauliflower","Cauliflower : Orange",,,,"1 x 1 each",1.0000,1,"1.000","each",,0%,"C0934","5.48","IHG","1.0000000","each","5.48",,"1.0000","1","1.000","1.0000000",
,407136,"Drinks","Fruit Juice","Fruit Juice","Tomato Juice",,"Own","Standard","1 x 1ltr",1.0000,1,"1.000","ltr",,20%,"C0595","2.77","IHG","1.0000000","ltr","2.77",,"1.0000","1","1.000","1.0000000",
,416595,"Food","Cheese","French (Chilled)","Brie",,"Own","Standard","kg",1.0000,1,"1.000","kg",,0%,"C0028","9.66","IHG","1.0000000","kg","9.66",,"1.0000","1","1.000","1.0000000",
,430316,"Food","Dairy & Eggs (Chilled)","Fresh Milk (Chilled)","Milk : Almond",,"Own","Standard","1 x 1 ltr",1.0000,1,"1.000","ltr",,0%,"C0117","2.77","IHG","1.0000000","ltr","2.77",,"1.0000","1","1.000","1.0000000",
,437728,"Food","Cheese","British (Chilled)","Goats Cheese",,,,"price per kg",1.0000,1,"1.000","kg",,0%,"C0052","13.05","IHG","1.0000000","kg","13.05",,"1.0000","1","1.000","1.0000000",
,438436,"Food","Vegetables, Mixed","Coleslaw Mix","Coleslaw : prep",,,"Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"P0918","3.67","IHG","1.0000000","kg","3.67",,"1.0000","1","1.000","1.0000000",
,441393,"Food","Dairy & Eggs (Chilled)","Eggs & Egg Products (Chilled","Quail Eggs",,,,"1 x 1 each",1.0000,1,"1.000","each",,0%,"C0098","2.53","IHG","1.0000000","each","2.53",,"1.0000","1","1.000","1.0000000",
,445316,"Drinks","Fruit Juice","Fruit Juice","Lemon Juice",,"Own","Standard","1 x 1 ltr",1.0000,1,"1.000","ltr",,20%,"C0579","4.44","IHG","1.0000000","ltr","4.44",,"1.0000","1","1.000","1.0000000",
,447177,"Food","Cheese","Other (Chilled)","Cream Cheese",,"Philadelphia","Standard","1 x 1.65 kg",1.0000,1,"1.650","kg",,0%,"C0067","23.50","IHG","1.6500000","kg","23.5",,"1.0000","1","1.650","1.6500000",
,451749,"Food","Cereal, Pulses & Potato","Lentils","Puy Lentils",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"A0134","6.21","IHG","0.5000000","kg","6.21",,"1.0000","1","0.500","0.5000000",
,462093,"Drinks","Fruit Juice","Fruit Juice","Pineapple Juice",,"Own","Standard","1 x 1 ltr",1.0000,1,"1.000","ltr",,20%,"C0586","7.00","IHG","1.0000000","ltr","7",,"1.0000","1","1.000","1.0000000",
,462226,"Food","Vegetables, Prepared","Potatoes","Pont Neuf : Pomme",,,"Standard","price per kg",1.0000,1,"1.000","kg",,0%,"P0577","14.88","IHG","1.0000000","kg","14.88",,"1.0000","1","1.000","1.0000000",
,463506,"Food","Vegetables","Asparagus","Asparagus : Bunch",,,"Standard","1 x 1 each",1.0000,1,"1.000","bunch",,0%,"C1081","5.74","IHG","1.0000000","bunch","5.74",,"1.0000","1","1.000","1.0000000",
,465092,"Food","Salad","Peppers","Peppers : Orange",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"C1235","5.17","IHG","1.0000000","kg","5.17",,"1.0000","1","1.000","1.0000000",
,466646,"Food","Vegetables","Beetroot","Beetroot : Cooked",,,"Standard","1 x 250 g",1.0000,1,"250.000","g",,0%,"C0970","0.78","IHG","0.2500000","kg","0.78",,"1.0000","1","0.250","0.2500000",
,486386,"Food","Cheese","Irish","Cashel Blue",,"Own","Standard","1 x 1.6 kg",1.0000,1,"1.600","kg",,0%,"C0034","40.47","IHG","1.6000000","kg","40.47",,"1.0000","1","1.600","1.6000000",
,497641,"Food","Salad","Celery","Celery : Leafy",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"C0825","2.58","IHG","1.0000000","each","2.58",,"1.0000","1","1.000","1.0000000",
,522056,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Lime Puree",,"Boiron","Standard","1 x 1kg",1.0000,1,"1.000","kg",,0%,"F0172","7.83","IHG","1.0000000","kg","7.83",,"1.0000","1","1.000","1.0000000",
,527096,"Food","Cheese","Italian (Chilled)","Grated Mozzarella",,"Own","Standard","kg",1.0000,1,"1.000","kg","Packet",0%,"C0063","15.14","IHG","1.0000000","kg","15.14",,"1.0000","1","1.000","1.0000000",
,536608,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Guava Puree",,"Boiron","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"F0102","7.21","IHG","1.0000000","kg","7.21",,"1.0000","1","1.000","1.0000000",
,592402,"Food","Vegetables (Frozen)","Cauliflower (Frozen)","Cauliflower",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"F0039","2.04","IHG","1.0000000","kg","2.04",,"1.0000","1","1.000","1.0000000",
,602813,"Food","Vegetables Baby","Fennel","Baby Fennel",,,"Standard","1 x 250 g",1.0000,1,"250.000","g",,0%,"C1008","3.92","IHG","0.2500000","kg","3.92",,"1.0000","1","0.250","0.2500000",
,602814,"Food","Vegetables Baby","Carrots","Carrots : Baby",,,"Standard","1 x 250 g",1.0000,1,"250.000","g",,0%,"C1025","4.23","IHG","0.2500000","kg","4.23",,"1.0000","1","0.250","0.2500000",
