Market Code,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,SKU,Price,Price List, Units per Case, Converted To,Unit Price,Supplier Description,SplitMultipleRule,PackSize,UnitSizeMultiple,UnitsPerCase
,1067728,"Food","Baking Ingredients","Covering, Decoration & Icing","Crisp Pearls : Dark Chocolate",,,"Standard","800 g",1.0000,1,"800.000","g",,0%,"116259","8.74","IHG-ENTEGRA","0.8000000","kg","8.74",,"1.0000","1","0.800","0.8000000",
,1070685,"Food","Meat & Poultry (Chilled)","Sausages (Chilled)","Vela : Chorizo : Slicing : Spicy",,,,"kg",1.0000,1,"1.000","kg",,0%,"108088","13.49","IHG-ENTEGRA","1.0000000","kg","13.49",,"1.0000","1","1.000","1.0000000",
,1075568,"Food","Cereal","Muesli","Re-Taste Foods : Muesli : Special",,,"Standard","1 x 1kg",1.0000,1,"1.000","kg",,0%,"106227","3.93","IHG-ENTEGRA","1.0000000","kg","3.93",,"1.0000","1","1.000","1.0000000",
,1078549,"Food","Cooking Sauce","Oriental Sauce","Teriyaki Marinade : Japanese",,"Own","Standard","2 kg",1.0000,1,"2.000","kg",,0%,"102589","17.97","IHG-ENTEGRA","2.0000000","kg","17.97",,"1.0000","1","2.000","2.0000000",
,1082108,"Food","Baking Ingredients","Colouring","Orange : Colour Powder",,"Own","Standard","1 x 100 g",1.0000,1,"100.000","g",,0%,"104699","7.66","IHG-ENTEGRA","0.1000000","kg","7.66",,"1.0000","1","0.100","0.1000000",
,1082904,"Food","Baking Ingredients","Flour","Doves : Self Raising Flour : Gluten Free",,"Own","Standard","5 x 1 kg",5.0000,1,"1.000","kg",,0%,"117288","8.06","IHG-ENTEGRA","5.0000000","kg","1.612",,"5.0000","1","1.000","5.0000000",
,1087608,"Food","Dessert Sundries & Pie Fillings","Sweet Shells & Pastry Cases","Tart Case : Neutral : Gluten Free: 8.5cm",,,"Standard","27 x 1 each",1.0000,27,"1.000","each",,0%,"121311","22.89","IHG-ENTEGRA","27.0000000","each","0.8478",,"1.0000","27","1.000","27.0000000",
,1088921,"Food","Pickles & Relish","Olives","Kalamata Olives : in Brine",,"Own","Standard","3.2 kg",1.0000,1,"3.200","kg",,0%,"103168","14.04","IHG-ENTEGRA","3.2000000","kg","14.04",,"1.0000","1","3.200","3.2000000",
,1097636,"Food","Fruit (Frozen)","Blueberries","Blueberries : Whole",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"105010","9.59","IHG-ENTEGRA","1.0000000","kg","9.59",,"1.0000","1","1.000","1.0000000",
,1098077,"Food","Oil","Oil Spray","One Spray : Greasing Agent",,"Own",,"1 x 600 ml",1.0000,1,"600.000","ml",,0%,"100748","3.52","IHG-ENTEGRA","0.6000000","ltr","3.52",,"1.0000","1","0.600","0.6000000",
,1099189,"Food","Ice Cream, Lollies & Fzn Fruit","Sorbet","Sorbet : Quince Apple",,"Purbeck","Standard","1 x 2 ltr",1.0000,1,"2.000","ltr",,20%,"112096","9.75","IHG-ENTEGRA","2.0000000","ltr","9.75",,"1.0000","1","2.000","2.0000000",
,1101026,"Non Food","Food Preparation","Clingfilm","Castleview : Cling Film : 45cm x 300m",,,"Standard","1 x 1each",1.0000,1,"1.000","each","Box",20%,"101439","7.45","IHG-ENTEGRA","1.0000000","each","7.45",,"1.0000","1","1.000","1.0000000",
,1101212,"Food","Bakery (Frozen)","Bread (Frozen)","Lenotre : Pain Cerealier",,"Bridor","Standard","60 x 1 case",60.0000,1,"1.000","case",,0%,"112341","13.66","IHG-ENTEGRA","60.0000000","case","0.2277","BRAND -BRIDOR","60.0000","1","1.000","60.0000000",
,1112266,"Food","Baking Ingredients","Mixes - Speciality","Stabiliser : Ice Cream : Super Neutrose",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"108137","29.27","IHG-ENTEGRA","1.0000000","kg","29.27",,"1.0000","1","1.000","1.0000000",
,1118131,"Food","Dried Pasta & Noodles","Other","Orecchiette : Large",,"Baresi","Standard","500 g",1.0000,1,"500.000","g",,0%,"109372","1.55","IHG-ENTEGRA","0.5000000","kg","1.55",,"1.0000","1","0.500","0.5000000",
,1118133,"Food","Baking Ingredients","Culinary Nuts & Seeds","Chia Seeds",,"Own","Organic","1 x 500 g",1.0000,1,"500.000","g",,0%,"110907","4.40","IHG-ENTEGRA","0.5000000","kg","4.4",,"1.0000","1","0.500","0.5000000",
,1118728,"Food","Canned Other","Speciality","Imbert : Marrons - Whole : in Syrup",,,,"1.1 kg",1.0000,1,"1.100","kg",,20%,"120936","25.80","IHG-ENTEGRA","1.1000000","kg","25.8",,"1.0000","1","1.100","1.1000000",
,1129198,"Food","Pickles & Relish","Confit","Preserved Lemons",,"Own","Organic","1 x 700 g",1.0000,1,"700.000","g",,0%,"121429","4.52","IHG-ENTEGRA","0.7000000","kg","4.52",,"1.0000","1","0.700","0.7000000",
,1129900,"Food","Cooking Ingredients","Stuffing & Breadcrumbs","Breadcrumbs",,"Own","Standard","5 kg",1.0000,1,"5.000","kg",,0%,"100289","7.44","IHG-ENTEGRA","5.0000000","kg","7.44",,"1.0000","1","5.000","5.0000000",
,1132122,"Food","Baking Ingredients","Flour","Spelt Flour : White",,"Own","Organic","1 kg",1.0000,1,"1.000","kg","bag",0%,"114238","2.57","IHG-ENTEGRA","1.0000000","kg","2.57",,"1.0000","1","1.000","1.0000000",
,1137312,"Food","Cereal","Rice Krispies","Rice Krispies",,,"Standard","4 x 400g",4.0000,1,"400.000","g",,0%,"103071","9.08","IHG-ENTEGRA","1.6000000","kg","2.27",,"4.0000","1","0.400","1.6000000",
,1138072,"Food","Oil","Rapeseed Oil","Rapeseed Oil : Vegetable",,"Own","Standard","1 x 20 ltr",1.0000,1,"20.000","ltr",,0%,"114061","35.54","IHG-ENTEGRA","20.0000000","ltr","35.54",,"1.0000","1","20.000","20.0000000",
,1138129,"Food","Cereal","Oats","Oatmeal : Fine (To Order)",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"101470","1.90","IHG-ENTEGRA","1.0000000","kg","1.9",,"1.0000","1","1.000","1.0000000",
,1138682,"Food","Table Sauce & Condiments","Mustard","Mustard : Squeezy",,"French's","Standard","1 x 226 g",1.0000,1,"226.000","g",,0%,"103085","1.93","IHG-ENTEGRA","0.2260000","kg","1.93",,"1.0000","1","0.226","0.2260000",
,1138780,"Food","Cooking Ingredients","Coconut Creamed & Milk","Coconut Milk : 17-19% - A10 - 3000ml",,,"Standard","1 x 3000 ml",1.0000,1,"3000.000","ml",,0%,"116388","5.93","IHG-ENTEGRA","3.0000000","ltr","5.93",,"1.0000","1","3.000","3.0000000",
,1139390,"Food","Baking Ingredients","Stabilizers / Emulsifier","Caramelisation Kit : (COOKAL)",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,0%,"109839","21.27","IHG-ENTEGRA","1.0000000","each","21.27",,"1.0000","1","1.000","1.0000000",
,1142090,"Food","Baking Ingredients","Sundries","Patis`omalt",,"Patisfrance",,"1 x 12 kg",1.0000,1,"12.000","kg",,20%,"106854","74.51","IHG-ENTEGRA","12.0000000","kg","74.51",,"1.0000","1","12.000","12.0000000",
,1142097,"Food","Cooking Sauce","Italian & Mediterranean Sauce","Green Pesto : Without Cheese : Sauce",,,"Standard","1 x 950 g",1.0000,1,"950.000","g",,0%,"118871","7.12","IHG-ENTEGRA","0.9500000","kg","7.12",,"1.0000","1","0.950","0.9500000",
,1143010,"Food","Baking Ingredients","Culinary Nuts & Seeds","Pistachio Nuts : Diced : Green",,"Own","Standard","1 x 1kg",1.0000,1,"1.000","kg",,0%,"103046","58.54","IHG-ENTEGRA","1.0000000","kg","58.54",,"1.0000","1","1.000","1.0000000",
,1150186,"Food","Canned Pulses","Beans","Bean Salad : 4/5",,"Own","Standard","6 x 800g",6.0000,1,"800.000","g","tin",0%,"111025","7.33","IHG-ENTEGRA","4.8000000","kg","1.2217",,"6.0000","1","0.800","4.8000000",
,1154601,"Food","Vegetables","Ginger","Ginger : Crystallised",,,"Standard","1 x 200 g",1.0000,1,"200.000","g",,0%,"107239","2.12","IHG-ENTEGRA","0.2000000","kg","2.12",,"1.0000","1","0.200","0.2000000",
,1157707,"Food","Oil","Speciality Oil","Pure : Coconut Oil",,,"Standard","1 x 500 ml",1.0000,1,"500.000","ml",,0%,"114250","3.41","IHG-ENTEGRA","0.5000000","ltr","3.41",,"1.0000","1","0.500","0.5000000",
,1159473,"Food","Baking Ingredients","Flavouring","Orange Blossom Water",,"Own","Standard","118 ml",1.0000,1,"118.000","ml",,0%,"111035","6.76","IHG-ENTEGRA","0.1180000","ltr","6.76",,"1.0000","1","0.118","0.1180000",
,1167377,"Food","Baking Ingredients","Sundries","Gold Powder : Edible",,,,"0.2 g",1.0000,1,"0.200","g",,20%,"112033","27.16","IHG-ENTEGRA","0.00020000","kg","27.16",,"1.0000","1","0.0002","0.00020000",
,1167383,"Food","Cooking Ingredients","Spices","Allspice : Ground : Ground Pimento",,"Own","Standard","255 g",1.0000,1,"255.000","g",,0%,"119645","3.864","IHG-ENTEGRA","0.2550000","kg","3.864",,"1.0000","1","0.255","0.2550000",
,1175007,"Food","Table Sauce & Condiments","OTHER Sauces","Hot Pepper Paste : Korean : 'Gochujang' : (Vegan)",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"200828","2.81","IHG-ENTEGRA","0.5000000","kg","2.81",,"1.0000","1","0.500","0.5000000",
,1186687,"Food","Canned Vegetables","Mushrooms","Shiitake : Sliced : Dried",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"106138","15.06","IHG-ENTEGRA","0.5000000","kg","15.06",,"1.0000","1","0.500","0.5000000",
,1186912,"Food","Ice Cream, Lollies & Fzn Fruit","Frozen Fruit Puree","Mirabelle : Plum Puree",,"Boiron","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"107560","6.23","IHG-ENTEGRA","1.0000000","kg","6.23",,"1.0000","1","1.000","1.0000000",
,1194224,"Food","Cooking Ingredients","Spices","Nigella Seeds : (black onion)",,"Own","Standard","265 g",1.0000,1,"265.000","g",,0%,"118315","3.11","IHG-ENTEGRA","0.2650000","kg","3.11",,"1.0000","1","0.265","0.2650000",
,1194316,"Food","Baking Ingredients","Dried Fruit","Banana : Chips : Dried",,"Own","Standard","1 kg",1.0000,1,"1.000","kg",,0%,"100587","4.02","IHG-ENTEGRA","1.0000000","kg","4.02",,"1.0000","1","1.000","1.0000000",
,1197226,"Food","Dried Pasta & Noodles","Other","Spirali : No.50",,"Riscossa","Standard","1 x 500g",1.0000,1,"500.000","g","Packet",0%,"116701","1.01","IHG-ENTEGRA","0.5000000","kg","1.01",,"1.0000","1","0.500","0.5000000",
,1200917,"Food","Bakery","Bread","Bread Rye : Au Siegle",,"Own","Standard","60 x 45 g",1.0000,60,"45.000","g",,0%,"116955","16.59","IHG-ENTEGRA","2.7000000","kg","0.2765",,"1.0000","60","0.045","2.7000000",
,1202071,"Food","Cooking Ingredients","Herbs","Cep Powder",,"Borde","Standard","1 x 130 g",1.0000,1,"130.000","g",,0%,"101774","6.93","IHG-ENTEGRA","0.1300000","kg","6.93",,"1.0000","1","0.130","0.1300000",
,1204881,"Food","Dried Pasta & Noodles","Other","Fagiolini",,"Riscossa","Standard","1 x 500g",1.0000,1,"500.000","g","Packet",0%,"111818","0.95","IHG-ENTEGRA","0.5000000","kg","0.95",,"1.0000","1","0.500","0.5000000",
,1210162,"Food","Dessert Sundries & Pie Fillings","Flan Case, Sponge Fingers & Layers","Joconde Chocolate : Dark Sheets : 10`s",,"Own","Standard","10 x 1 each",10.0000,1,"1.000","each",,0%,"100301","44.58","IHG-ENTEGRA","10.0000000","each","4.458",,"10.0000","1","1.000","10.0000000",
,1211546,"Food","Cooking Ingredients","Pepper","Pink Peppercorns : Dried",,"Repertoire","Standard","1 x 130 g",1.0000,1,"130.000","g",,0%,"117455","4.67","IHG-ENTEGRA","0.1300000","kg","4.67",,"1.0000","1","0.130","0.1300000",
,1216787,"Food","Cheese","Italian (Chilled)","Parmigiano Reggiano : Grated : Fresh",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg","bag",0%,"101112","17.40","IHG-ENTEGRA","1.0000000","kg","17.4",,"1.0000","1","1.000","1.0000000",
,1216828,"Food","Cheese","British (Chilled)","Perl Las : Blue",,,"Organic","kg ",1.0000,1,"1.000","kg",,0%,"115658","13.58","IHG-ENTEGRA","1.0000000","kg","13.58",,"1.0000","1","1.000","1.0000000",
,1218759,"Food","Pickles & Relish","Pickles","Pickled Onions",,"Own","Standard","2 ltr",1.0000,1,"2.000","ltr",,0%,"101916","5.32","IHG-ENTEGRA","2.0000000","ltr","5.32",,"1.0000","1","2.000","2.0000000",
,1218793,"Food","Baking Ingredients","Chocolate Products","Velvet Spray : Dark Chocolate",,,"Standard","1 x 400 ml",1.0000,1,"400.000","ml",,0%,"116773","16.76","IHG-ENTEGRA","0.4000000","ltr","16.76",,"1.0000","1","0.400","0.4000000",
,1218842,"Food","Baking Ingredients","Chocolate Products","Velvet Spray : Milk Chocolate",,,,"400 ml",1.0000,1,"400.000","ml",,0%,"116798","24.41","IHG-ENTEGRA","0.4000000","ltr","24.41",,"1.0000","1","0.400","0.4000000",
,1218961,"Food","Pickles & Relish","Olives","Green Olives : Pitted : with herbs",,"Own","Standard","4.2 kg",1.0000,1,"4.200","kg",,0%,"101816","17.34","IHG-ENTEGRA","4.2000000","kg","17.34",,"1.0000","1","4.200","4.2000000",
,1220219,"Food","Delicatessen (Chilled)","Spanish Cooked - Meats (Chilled)","Panchetta : Diced : Smoked Lardons",,,,"1 kg",1.0000,1,"1.000","kg",,0%,"109880","6.97","IHG-ENTEGRA","1.0000000","kg","6.97",,"1.0000","1","1.000","1.0000000",
,1220730,"Food","Bakery","Rolls & Buns","Burger Bun : Gluten Free",,"Own","Standard","12 x 1 each",1.0000,12,"1.000","each",,0%,"111194","10.47","IHG-ENTEGRA","12.0000000","each","0.8725",,"1.0000","12","1.000","12.0000000",
,1221267,"Food","Cooking Ingredients","Jus & Stock","Veal Stock : Fresh",,"Own","Standard","1 x 1.5 kg",1.0000,1,"1.500","kg",,0%,"101831","9.35","IHG-ENTEGRA","1.5000000","kg","9.35",,"1.0000","1","1.500","1.5000000",
,1223106,"Food","Pickles & Relish","Olives","Mixed Olives : Pitted : Fresh Prov",,"Own","Standard","1 x 4.97 kg",1.0000,1,"4.970","kg",,0%,"100813","16.07","IHG-ENTEGRA","4.9700000","kg","16.07",,"1.0000","1","4.970","4.9700000",
,1233334,"Non Food","Food Preparation","Kitchen Disposables","Pastry Mat : Medium : 520x315mm : Silpat",,,"Standard","1 x 1 each",1.0000,1,"1.000","each",,20%,"107552","11.04","IHG-ENTEGRA","1.0000000","each","11.04",,"1.0000","1","1.000","1.0000000",
,1240687,"[PW] PAC","Food","Other","GOLD deep POP cups CHCU240C   240's",,,,"240 each",1.0000,1,"240.000","each",,0%,"103640","44.90","IHG-ENTEGRA","240.0000000","each","44.9",,"1.0000","1","240.000","240.0000000",
,1242916,"Food","Cooking Ingredients","Salt","Sea Salt : French : Fine",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"116301","0.97","IHG-ENTEGRA","0.5000000","kg","0.97",,"1.0000","1","0.500","0.5000000",
,1250939,"Food","Fine Foods","Dried Mushrooms","Trompette Noir",,"Own","Standard","1 x 400 g",1.0000,1,"400.000","g",,0%,"117574","33.29","IHG-ENTEGRA","0.4000000","kg","33.29",,"1.0000","1","0.400","0.4000000",
,1281355,"Food","Cooking Ingredients","Salt","Grey Coarse Salt",,"Own","Standard","1 x 1kg",1.0000,1,"1.000","kg",,0%,"102787","2.19","IHG-ENTEGRA","1.0000000","kg","2.19",,"1.0000","1","1.000","1.0000000",
,1288223,"Food","Dried Pasta & Noodles","Other","Spiralino : Spiral",,"Riscossa","Standard","1 x 3 kg",1.0000,1,"3.000","kg","Packet",0%,"106425","4.96","IHG-ENTEGRA","3.0000000","kg","4.96",,"1.0000","1","3.000","3.0000000",
,1297482,"Food","Oil","Olive Oil","Olive Oil : Extra Virgin",,"San Giuliano","Standard","1 x 3 ltr",1.0000,1,"3.000","ltr",,0%,"107833","26.47","IHG-ENTEGRA","3.0000000","ltr","26.47",,"1.0000","1","3.000","3.0000000",
,1299505,"Food","Rice","Long Grain","Spelt : Grain",,,"Organic","1 x 500 g",1.0000,1,"500.000","g","bag",0%,"120970","1.78","IHG-ENTEGRA","0.5000000","kg","1.78",,"1.0000","1","0.500","0.5000000",
,1311713,"Food","Baking Ingredients","Chocolate Products","Pistoles : White Chocolate : Zephyr",,"Callebaut","Standard","1 x 5kg",1.0000,1,"5.000","kg",,0%,"117707","58.54","IHG-ENTEGRA","5.0000000","kg","58.54",,"1.0000","1","5.000","5.0000000",
,1323789,"Food","Cooking Ingredients","Raw Pastry","Puff Pastry : Roll : Butter Oil - 3m",,"Own","Standard","1 x 4.25 kg",1.0000,1,"4.250","kg",,0%,"110066","20.39","IHG-ENTEGRA","4.2500000","kg","20.39",,"1.0000","1","4.250","4.2500000",
,1332772,"Food","Japanese Food / Sushi","Dressing / Vinegar","Goma Dressing : Japanese Sesame",,,,"1 x 1 Ltr",1.0000,1,"1.000","ltr",,0%,"112069","11.16","IHG-ENTEGRA","1.0000000","ltr","11.16",,"1.0000","1","1.000","1.0000000",
,1337466,"Food","Baking Ingredients","Flavouring","Cappuccino : Compound",,"Dreidoppel","Standard","1 kg",1.0000,1,"1.000","kg",,0%,"100278","23.40","IHG-ENTEGRA","1.0000000","kg","23.4",,"1.0000","1","1.000","1.0000000",
,1341972,"Food","Baking Ingredients","Chocolate Products","Praline Fluide : 50% Almond & Hazelnut",,"Valrhona",,"1 x 5kg",1.0000,1,"5.000","kg",,0%,"118977","39.98","IHG-ENTEGRA","5.0000000","kg","39.98",,"1.0000","1","5.000","5.0000000",
,1345238,"Food","Cooking Sauce","Oriental Sauce","Plum Sauce : Sticky",,"Blue Dragon","Standard","190 ml",1.0000,1,"190.000","ml",,0%,"116117","1.55","IHG-ENTEGRA","0.1900000","ltr","1.55",,"1.0000","1","0.190","0.1900000",
,1370765,"Food","Hot Drinks","Tea - Speciality","Lalani : Matcha : Organic : Grade 3",,,"Standard","250 g",1.0000,1,"250.000","g",,0%,"121399","24.17","IHG-ENTEGRA","0.2500000","kg","24.17",,"1.0000","1","0.250","0.2500000",
,1373291,"Food","Cereal","Other Cereals","Cornflakes",,"Kellogg's",,"40 x 24 g",1.0000,40,"24.000","g",,0%,"103084","10.26","IHG-ENTEGRA","0.9600000","kg","0.2565",,"1.0000","40","0.024","0.9600000",
,1375180,"Food","Hot Drinks","Tea - Speciality","Earl Grey Tea : Tea Bags : Tagged",,,"Standard","100 x 1 each",1.0000,100,"1.000","each",,0%,"100268","6.63","IHG-ENTEGRA","100.0000000","each","0.0663",,"1.0000","100","1.000","100.0000000",
,1394958,"Food","Ice Cream, Lollies & Fzn Fruit","Sorbet","Blackcurrant : Sorbet",,"Purbeck","Standard","2 ltr",1.0000,1,"2.000","ltr",,20%,"108484","9.90","IHG-ENTEGRA","2.0000000","ltr","9.9",,"1.0000","1","2.000","2.0000000",
,1408355,"Food","Baking Ingredients","Covering, Decoration & Icing","Marzipan : 52%",,"Lubeca","Standard","1 x 12.5 kg",1.0000,1,"12.500","kg",,0%,"100839","98.01","IHG-ENTEGRA","12.5000000","kg","98.01",,"1.0000","1","12.500","12.5000000",
,1449114,"Food","Bakery","Rolls & Buns","Sandwich Baguettine : Nature",,"Own","Standard","50 x 140 g",1.0000,50,"140.000","g",,0%,"115691","19.43","IHG-ENTEGRA","7.0000000","kg","0.3886",,"1.0000","50","0.140","7.0000000",
,1463179,"Food","Baking Ingredients","Sundries","Music Paper Bread : Plain",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"100245","6.07","IHG-ENTEGRA","1.0000000","kg","6.07",,"1.0000","1","1.000","1.0000000",
,1471308,"Non Food","Other","Other","Cubiques : Kova 5cm 6cl",,,,"300 x 1 each",1.0000,300,"1.000","each",,20%,"106785","28.05","IHG-ENTEGRA","300.0000000","each","0.0935",,"1.0000","300","1.000","300.0000000",
,1472254,"Food","Ice Cream, Lollies & Fzn Fruit","Ice Cream Tub","Ice Cream : Raspberry Ripple",,"Purbeck",,"1 x 4 ltr",1.0000,1,"4.000","ltr",,20%,"112129","18.45","IHG-ENTEGRA","4.0000000","ltr","18.45",,"1.0000","1","4.000","4.0000000",
,1518089,"Food","Pickles & Relish","Pickles","Silverskin Onions : cocktail",,"Own","Standard","1 x 2.27 kg",1.0000,1,"2.270","kg","tub",0%,"101915","5.50","IHG-ENTEGRA","2.2700000","kg","5.5",,"1.0000","1","2.270","2.2700000",
,1519458,"[PW] PAC","Food","Other","EX. THIN DARK CHOC SQUARES 7CM",,,,"50 x 1 each",1.0000,50,"1.000","each",,0%,"116692","20.54","IHG-ENTEGRA","50.0000000","each","0.4108",,"1.0000","50","1.000","50.0000000",
,1534643,"Food","Pickles & Relish","Pickles","Gherkins : 50/60's",,"Own","Standard","1 x 9.7 kg",1.0000,1,"9.700","kg",,0%,"101711","10.86","IHG-ENTEGRA","9.7000000","kg","10.86",,"1.0000","1","9.700","9.7000000",
,1541250,"Food","Canned Meat","Other","Snail : Very Large : 96 p/tin",,"Own","Standard","1 x 800 g",1.0000,1,"800.000","g",,0%,"100617","11.08","IHG-ENTEGRA","0.8000000","kg","11.08",,"1.0000","1","0.800","0.8000000",
,1541436,"Food","Baking Ingredients","Dried Fruit","Baglama : Figs : Dried",,"Own","Organic","1 x 3 kg",1.0000,1,"3.000","kg","bag",0%,"119467","32.55","IHG-ENTEGRA","3.0000000","kg","32.55",,"1.0000","1","3.000","3.0000000",
,1541444,"Food","Baking Ingredients","Chocolate Products","Milk Chocolate : Crispearls",,,,"1 x 800 g",1.0000,1,"800.000","g",,0%,"116260","9.06","IHG-ENTEGRA","0.8000000","kg","9.06",,"1.0000","1","0.800","0.8000000",
,1541502,"Food","Dairy & Eggs (Chilled)","Butter (Chilled)","Buttermilk",,"BV DAIRY",,"1 x 5ltr",1.0000,1,"5.000","ltr",,0%,"104454","4.51","IHG-ENTEGRA","5.0000000","ltr","4.51",,"1.0000","1","5.000","5.0000000",
,1547811,"Food","Cooking Ingredients","Herbs","Dried : Lavender : Flower",,"Own","Standard","1 x 454 g",1.0000,1,"454.000","g","tub",20%,"119641","2.95","IHG-ENTEGRA","0.4540000","kg","2.95",,"1.0000","1","0.454","0.4540000",
,1547895,"Food","Canned / Tub - Fruit","Peaches","Brover : Peach Halves",,"Own","Standard","1 x 2.65 kg",1.0000,1,"2650.000","g","Can",0%,"100569","4.84","IHG-ENTEGRA","2.6500000","kg","4.84",,"1.0000","1","2.650","2.6500000",
,1547901,"Food","Baking Ingredients","Flour","Gram : Flour",,"KTC","Standard","1 x 1 kg",1.0000,1,"1.000","kg","bag",0%,"121654","2.25","IHG-ENTEGRA","1.0000000","kg","2.25",,"1.0000","1","1.000","1.0000000",
,1552824,"Food","Baking Ingredients","Flavouring","Champagne : Compound",,"Dreidoppel","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"100237","22.85","IHG-ENTEGRA","1.0000000","kg","22.85",,"1.0000","1","1.000","1.0000000",
,1553551,"Food","Preserves, Jam & Spread","Spread","Peanut Butter : Smooth, Organic",,"Whole Earth","Organic","6 x 227 g",6.0000,1,"227.000","g",,0%,"121423","19.63","IHG-ENTEGRA","1.3620000","kg","3.2717",,"6.0000","1","0.227","1.3620000",
,1553552,"Food","Cooking Sauce","Oriental Sauce","MANJO HON MIRIN SWEET COOKING SAKE",,,"Standard","1 x 750 ml",1.0000,1,"750.000","ml",,20%,"200289","8.44","IHG-ENTEGRA","0.7500000","ltr","8.44",,"1.0000","1","0.750","0.7500000",
,1571099,"Food","Cheese","British (Chilled)","Brighton Blue : 1.8 kg",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"115705","17.86","IHG-ENTEGRA","1.0000000","kg","17.86",,"1.0000","1","1.000","1.0000000",
,1576638,"Food","Baking Ingredients","Chocolate Products","Velvet Spray : Green",,,,"1 x 400 ml",1.0000,1,"400.000","ml",,0%,"116774","22.33","IHG-ENTEGRA","0.4000000","ltr","22.33",,"1.0000","1","0.400","0.4000000",
,1576648,"Food","Fish & Seafood (Preserved)","Preserved Seafood","Plancton Marino Sea : Plankton",,,,"1 x 15 g",1.0000,1,"15.000","g","jar",0%,"121598","67.52","IHG-ENTEGRA","0.0150000","kg","67.52",,"1.0000","1","0.015","0.0150000",
,1577214,"Food","Bakery (Frozen)","Rolls & Buns (Frozen)","Cereal Rolls : Gluten Free",,"Bridor","Standard","50 x 45 each",50.0000,1,"45.000","each",,0%,"115970","33.38","IHG-ENTEGRA","2250.0000000","each","0.6676",,"50.0000","1","45.000","2250.0000000",
,1583056,"Food","Table Sauce & Condiments","OTHER Sauces","Red Pepper & Tomato : Salsa",,"Own","Standard","1 x 2 kg",1.0000,1,"2.000","kg","tub",0%,"116377","10.06","IHG-ENTEGRA","2.0000000","kg","10.06",,"1.0000","1","2.000","2.0000000",
,1583099,"Food","Baking Ingredients","Flavouring","Dreidroppel : Orange : Compound",,,"Standard","1 x 1 kg",1.0000,1,"1.000","kg","tub",0%,"100279","17.14","IHG-ENTEGRA","1.0000000","kg","17.14",,"1.0000","1","1.000","1.0000000",
,1590971,"Food","Cheese","French (Chilled)","Munster : AOP Unpasturised",,"Own","Standard","1 x 500g",1.0000,1,"500.000","g",,0%,"119635","7.81","IHG-ENTEGRA","0.5000000","kg","7.81",,"1.0000","1","0.500","0.5000000",
,1604539,"Food","Baking Ingredients","Dried Fruit","Hibiscus : Dried Flowers",,"Sosa",,"1 x 100 g",1.0000,1,"100.000","g",,20%,"118804","17.48","IHG-ENTEGRA","0.1000000","kg","17.48",,"1.0000","1","0.100","0.1000000",
,1605594,"Food","Cooking Sauce","Italian & Mediterranean Sauce","Leathams : Pesto : Nut Free",,,"Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"107887","6.08","IHG-ENTEGRA","1.0000000","kg","6.08",,"1.0000","1","1.000","1.0000000",
,1612679,"Food","Cooking Ingredients","Jus & Stock","Fresh : Lamb Stock",,"Truefood","Standard","1 x 2.5 kg",1.0000,1,"2.500","kg",,0%,"121188","10.27","IHG-ENTEGRA","2.5000000","kg","10.27",,"1.0000","1","2.500","2.5000000",
,1614293,"Food","Dried Pasta & Noodles","Spaghetti","Rustichella : Spaghetti : Dried",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"121460","2.47","IHG-ENTEGRA","0.5000000","kg","2.47",,"1.0000","1","0.500","0.5000000",
,1626367,"Food","Cooking Ingredients","Herbs","Lime Leaves : Kaffir : Dried",,"Repertoire","Standard","1 x 9 g",1.0000,1,"9.000","g",,0%,"121037","3.17","IHG-ENTEGRA","0.0090000","kg","3.17",,"1.0000","1","0.009","0.0090000",
,1626593,"Food","Meat & Poultry (Frozen)","Duck (Frozen)","Rougie : Foie Gras : Deveined : Whole Lobe",,"Own","Standard","1 x 500 g",1.0000,1,"500.000","g",,0%,"103921","23.32","IHG-ENTEGRA","0.5000000","kg","23.32",,"1.0000","1","0.500","0.5000000",
,1637037,"Food","Cheese","British (Chilled)","Isle of Wight : Blue",,"Own","Standard","1 x 230 g",1.0000,1,"230.000","g",,0%,"114069","4.45","IHG-ENTEGRA","0.2300000","kg","4.45",,"1.0000","1","0.230","0.2300000",
