Market Code,PID,Category,Sub Category,Tertiary Category,Description,Comments,Brand,Brand Type,Pack Description,No. Packs in a Case,No. Units in a Single Pack,Unit Size,Unit Measure,Unit Name,Tax Rate,SKU,Price,Price List, Units per Case, Converted To,Unit Price,Supplier Description,SplitMultipleRule,PackSize,UnitSizeMultiple,UnitsPerCase
,2569017,"Food","Bakery (Frozen)","Morning Goods/Viennoiserie (Frozen)","Eclat Du Terroir : Croissant",,"Own","Standard","165 x 70 g",165.0000,1,"70.000","g",,0%,"BRI33914","74.77","IHG - Entegra - P15","11.5500000","kg","0.4532",,"165.0000","1","0.070","11.5500000",
,2586590,"Food","Baking Ingredients","Stabilizers / Emulsifier","Cherry Crispy : 2-10MM",,,"Standard","1 x 300 g",1.0000,1,"300.000","g",,20%,"SOS44050542","33.56","IHG - Entegra - P15","0.3000000","kg","33.56",,"1.0000","1","0.300","0.3000000",
,2610614,"Food","Fish,  Seafood & Other","Smoked Fish (Chilled)","Smoked Salmon : Kinglass Fillet : 500g : Deluxe / Beetroot",,,,"kg",1.0000,1,"1.000","kg",,0%,"LOC260","56.19","IHG - Entegra - P15","1.0000000","kg","56.19",,"1.0000","1","1.000","1.0000000",
,2610847,"Food","Fish,  Seafood & Other","Crustaceans (Chilled)","Prawn - carabinero : Whole, Raw : 1kg : Spanish : XXXL",,,"Standard","kg",1.0000,1,"1.000","kg",,0%,"QWE632B","79.68","IHG - Entegra - P15","1.0000000","kg","79.68",,"1.0000","1","1.000","1.0000000",
,2612737,"Food","Vegetables","Pumpkin","Pumpkin - citrouille : Halloween Range",,,"Standard","135 x 1 each",1.0000,135,"1.000","each",,0%,"PCB024051","34.23","IHG - Entegra - P15","135.0000000","each","0.2536",,"1.0000","135","1.000","135.0000000",
,2612744,"Food","Confectionery","Speciality Chocolate","Crane Skull : Halloween",,,"Standard","120 x 1 each",1.0000,120,"1.000","each",,EXPT%,"PCB024053","24.72","IHG - Entegra - P15","120.0000000","each","0.206",,"1.0000","120","1.000","120.0000000",
,2614192,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Roe Deer : Haunch : 2.5 kg +",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"BRA1225","12.28","IHG - Entegra - P15","1.0000000","kg","12.28",,"1.0000","1","1.000","1.0000000",
,2640178,"Food","Baking Ingredients","Glazes","Jelfix' : Glaze : Apricot",,"Own","Standard","1 x 7 kg",1.0000,1,"7.000","kg",,0%,"CSM34157","23.11","IHG - Entegra - P15","7.0000000","kg","23.11",,"1.0000","1","7.000","7.0000000",
,2658904,"Non Food","Disposables","Cake Accessories","Cardboard With Tab : Square : Ø5cm (Gold/Black)",,"Own","Standard","200 x 1 each",200.0000,1,"1.000","each",,20%,"TRA0007C5","6.63","IHG - Entegra - P15","200.0000000","each","0.0332",,"200.0000","1","1.000","200.0000000",
,2668171,"Food","Fine Foods","Truffles/Truffle Oil","Truffle : Whole : Jar",,,,"1 x 100 g",1.0000,1,"100.000","g",,0%,"PLA8121","97.12","IHG - Entegra - P15","0.1000000","kg","97.12",,"1.0000","1","0.100","0.1000000",
,2681885,"Food","Baking Ingredients","Chocolate Products","Dark Chocolate : Glaze in Discs 18.5%",,,"Standard","1 x 10 kg",1.0000,1,"10.000","kg",,0%,"VAL11820","87.80","IHG - Entegra - P15","10.0000000","kg","87.8",,"1.0000","1","10.000","10.0000000",
,2689873,"Food","Meat & Poultry (Chilled)","Duck (Chilled)","Duck : Wild Mallard : New York Dressed (5pcs/case)",,,,"5 x 1 each",5.0000,1,"1.000","each","each",0%,"TUR107NYD","25.12","IHG - Entegra - P15","5.0000000","each","5.024",,"5.0000","1","1.000","5.0000000",
,2695780,"Food","Cheese","Italian (Chilled)","Mozzarella : Twisted : Treccione",,"Own","Standard","2 x 1 kg",2.0000,1,"1.000","kg",,0%,"ITA113","27.93","IHG - Entegra - P15","2.0000000","kg","13.965",,"2.0000","1","1.000","2.0000000",
,2695898,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Squab Pigeon : Whole : French : 350-400g : (sold per case of 5 pcs)",,,,"kg",1.0000,1,"1.000","kg",,0%,"CDC10","15.32","IHG - Entegra - P15","1.0000000","kg","15.32",,"1.0000","1","1.000","1.0000000",
,2695950,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Teal : Oven Ready",,,,"1 x 1 each",1.0000,1,"1.000","each",,0%,"TUR111","3.59","IHG - Entegra - P15","1.0000000","each","3.59",,"1.0000","1","1.000","1.0000000",
,2695955,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Widgeon : Oven Ready",,,,"1 x 1 each",1.0000,1,"1.000","each",,0%,"TUR112","3.45","IHG - Entegra - P15","1.0000000","each","3.45",,"1.0000","1","1.000","1.0000000",
,2695956,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Widgeon : New York Dressed",,,,"1 x 5 x 1 each",1.0000,5,"1.000","each",,0%,"TUR112NYD","17.23","IHG - Entegra - P15","5.0000000","each","3.446",,"1.0000","5","1.000","5.0000000",
,2696257,"Food","Bakery","Bread","Bread : Multi Cereals : (30x40cm)",,,"Standard","2 x 5 x 1 each",2.0000,5,"1.000","each",,0%,"BON120","44.26","IHG - Entegra - P15","10.0000000","each","22.13",,"2.0000","5","1.000","10.0000000",
,2712811,"Food","Baking Ingredients","Sundries","Bicarbonate Ammoniaque",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"LOU230B","8.83","IHG - Entegra - P15","1.0000000","kg","8.83",,"1.0000","1","1.000","1.0000000",
,2716414,"Food","Baking Ingredients","Colouring","Orange : Coloured Cocoa Butter",,"Own","Standard","1 x 200 g",1.0000,1,"200.000","g",,0%,"PCB004458","17.82","IHG - Entegra - P15","0.2000000","kg","17.82",,"1.0000","1","0.200","0.2000000",
,2720951,"Non Food","Food Packaging","Other Containers","Gold & Black : Cardboard : Round with Tab 6cm",,"Own","Standard","200 x 1 each",200.0000,1,"1.000","each","each",20%,"TRA0007R6","8.08","IHG - Entegra - P15","200.0000000","each","0.0404",,"200.0000","1","1.000","200.0000000",
,2734579,"Food","Baking Ingredients","Colouring","Coloured Cocoa Butter : Raspberry Red",,"Own","Standard","1 x 100 g",1.0000,1,"100.000","g",,0%,"PCB004470","17.82","IHG - Entegra - P15","0.1000000","kg","17.82",,"1.0000","1","0.100","0.1000000",
,2740698,"Food","Dessert Sundries & Pie Fillings (Fzn)","Sweet Shells & Pastry Cases (Frozen)","Tart Shell : Round : 55 x 18mm",,,"Standard","90 x 1 each",90.0000,1,"1.000","each",,0%,"PCB033520","44.21","IHG - Entegra - P15","90.0000000","each","0.4912",,"90.0000","1","1.000","90.0000000",
,2748059,"Food","Meat & Poultry (Chilled)","Chicken (Chilled)","Spring Chicken : Corn fed : 350-500g : Oven Ready : 3 p/case",,,,"kg",1.0000,1,"1.000","kg",,0%,"MAH135","6.92","IHG - Entegra - P15","1.0000000","kg","6.92",,"1.0000","1","1.000","1.0000000",
,2748191,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Guinea Fowl : Oven Ready : 920g - 1.4kg : Label Rouge / case x 3",,,,"kg",1.0000,1,"1.000","kg",,0%,"MAH140","8.21","IHG - Entegra - P15","1.0000000","kg","8.21",,"1.0000","1","1.000","1.0000000",
,2748234,"Food","Meat & Poultry (Chilled)","Pork (Chilled)","Mangalitza Pork : Ribeye : 3kg",,,,"kg",1.0000,1,"1.000","kg",,0%,"OTT1001","16.70","IHG - Entegra - P15","1.0000000","kg","16.7",,"1.0000","1","1.000","1.0000000",
,2748251,"Food","Meat & Poultry (Chilled)","Pork (Chilled)","Mangalitza Pork : Rump : 2kg",,,,"kg",1.0000,1,"1.000","kg",,0%,"OTT1010","15.32","IHG - Entegra - P15","1.0000000","kg","15.32",,"1.0000","1","1.000","1.0000000",
,2748267,"Food","Meat & Poultry (Chilled)","Pork (Chilled)","Mangalitza Pork : Topside : 1kg",,,,"kg",1.0000,1,"1.000","kg",,0%,"OTT1019","15.32","IHG - Entegra - P15","1.0000000","kg","15.32",,"1.0000","1","1.000","1.0000000",
,2748275,"Food","Meat & Poultry (Chilled)","Pork (Chilled)","Mangalitza Pork : Ribeye : 200g : Steak",,,,"kg",1.0000,1,"1.000","kg",,0%,"OTT1061","16.70","IHG - Entegra - P15","1.0000000","kg","16.7",,"1.0000","1","1.000","1.0000000",
,2752995,"Food","Desserts & Puddings (Fzn)","Cakes (Frozen)","Plain : Sponge Sheets : 350g",,"Own","Standard","12 x 1 each",12.0000,1,"1.000","each",,0%,"MRT7130","53.99","IHG - Entegra - P15","12.0000000","each","4.4992",,"12.0000","1","1.000","12.0000000",
,2762564,"Food","Baking Ingredients","Chocolate Products","Caraibe : Chocolate Beans : 66%",,,"Standard","1 x 3 kg",1.0000,1,"3.000","kg","bag",EXPT%,"VAL4654","44.24","IHG - Entegra - P15","3.0000000","kg","44.24",,"1.0000","1","3.000","3.0000000",
,2762622,"Food","Baking Ingredients","Covering, Decoration & Icing","Candied Chestnuts in Syrup : Small",,,,"1 x 1.6 kg",1.0000,1,"1.600","kg",,20%,"COR421","73.96","IHG - Entegra - P15","1.6000000","kg","73.96",,"1.0000","1","1.600","1.6000000",
,2778642,"Food","Meat & Poultry (Chilled)","Duck (Chilled)","Duck : Female : 1.3 - 1.9kg : Oven Ready : Corn Fed / Red Label / Naked / Sold in 3's",,"Challan's",,"kg",1.0000,1,"1.000","kg",,0%,"SOU325","9.42","IHG - Entegra - P15","1.0000000","kg","9.42",,"1.0000","1","1.000","1.0000000",
,2789571,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Red Deer : Haunch : Scottish : 6.5kg +",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"BRA1201","10.65","IHG - Entegra - P15","1.0000000","kg","10.65",,"1.0000","1","1.000","1.0000000",
,2793815,"Food","Meat & Poultry (Chilled)","Beef (Chilled)","Rump Heart : Prime : 3Kg",,,"USDA","kg",1.0000,1,"1.000","kg",,0%,"ZAN291USP","13.87","IHG - Entegra - P15","1.0000000","kg","13.87",,"1.0000","1","1.000","1.0000000",
,2794738,"Food","Meat & Poultry (Chilled)","Chicken (Chilled)","Poulet Bresse : Female : 1.5kg : 6 pieces p/case",,"Own","AOP","kg",1.0000,1,"1.000","kg",,0%,"MIE700","15.06","IHG - Entegra - P15","1.0000000","kg","15.06",,"1.0000","1","1.000","1.0000000",
,2794754,"Food","Meat & Poultry (Chilled)","Game (Chilled)","Guinea Fowl : Red Label : 1.8kg : Le Prince / 6 pieces p/case",,,,"kg",1.0000,1,"1.000","kg",,0%,"MIE710","9.45","IHG - Entegra - P15","1.0000000","kg","9.45",,"1.0000","1","1.000","1.0000000",
,2794763,"Food","Meat & Poultry (Chilled)","Chicken (Chilled)","Chicken Leg : Yellow : 2 kg : Label Rouge : Le Prince (6 pcs/case)",,,,"kg",1.0000,1,"1.000","kg",,0%,"MIE760","7.09","IHG - Entegra - P15","1.0000000","kg","7.09",,"1.0000","1","1.000","1.0000000",
,2811985,"Food","Baking Ingredients","Colouring","Shiny Red",,,"Standard","1 x 30 g",1.0000,1,"30.000","g",,0%,"PCB004576","23.10","IHG - Entegra - P15","0.0300000","kg","23.1",,"1.0000","1","0.030","0.0300000",
,2813345,"Food","Baking Ingredients","Chocolate Products","Round Shells : Dark Chocolate : 30mm x 12mm",,"Own","Standard","350 x 1 each",350.0000,1,"1.000","each",,0%,"PCB008992","54.97","IHG - Entegra - P15","350.0000000","each","0.1571",,"350.0000","1","1.000","350.0000000",
,2862088,"Food","Baking Ingredients","Stabilizers / Emulsifier","Gluconolactate",,"Sosa","Standard","1 x 500 g",1.0000,1,"500.000","g",,20%,"SOS58050029","12.82","IHG - Entegra - P15","0.5000000","kg","12.82",,"1.0000","1","0.500","0.5000000",
,2883506,"Food","Preserves, Jam & Spread","Spread","Croquant : Crunchy Paste : Pistachio Almond",,,"Standard","1 x 4.4 kg",1.0000,1,"4.400","kg",,0%,"CSM239","59.70","IHG - Entegra - P15","4.4000000","kg","59.7",,"1.0000","1","4.400","4.4000000",
,2887823,"Food","Baking Ingredients","Covering, Decoration & Icing","Gold Leaves",,"PCB","Standard","25 x 1 each",1.0000,25,"1.000","each",,0%,"SAV100","38.16","IHG - Entegra - P15","25.0000000","each","1.5264",,"1.0000","25","1.000","25.0000000",
,2892673,"Food","Baking Ingredients","Chocolate Products","Inspiration : Yuzu",,"Valrhona",,"1 x 3 kg",1.0000,1,"3.000","kg",,0%,"VAL19998","96.65","IHG - Entegra - P15","3.0000000","kg","96.65",,"1.0000","1","3.000","3.0000000",
,2896441,"Food","Fruit (Frozen)","Rhubarb","Rhubarb : Diced",,,,"5 x 1 kg",5.0000,1,"1.000","kg",,0%,"FRU560","19.62","IHG - Entegra - P15","5.0000000","kg","3.924",,"5.0000","1","1.000","5.0000000",
,2907193,"Food","Baking Ingredients","Flavouring","Peppermint : Natural Aroma : (Glacial)",,,"Standard","1 x 50 g",1.0000,1,"50.000","g",,0%,"SOS46140034","22.15","IHG - Entegra - P15","0.0500000","kg","22.15",,"1.0000","1","0.050","0.0500000",
,2946359,"Food","Baking Ingredients","Colouring","Pink : Shiny Powder",,,"Standard","1 x 30 g",1.0000,1,"30.000","g",,0%,"PCB004525","23.10","IHG - Entegra - P15","0.0300000","kg","23.1",,"1.0000","1","0.030","0.0300000",
,2975149,"Food","Baking Ingredients","Sundries","Lactee : Pectin : x 58",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,EXPT%,"LOU1628A","49.14","IHG - Entegra - P15","1.0000000","kg","49.14",,"1.0000","1","1.000","1.0000000",
,3009123,"Food","Cooking Ingredients","Seasoning","Air Bag Potato Granet : (Grainy)",,,"Standard","1 x 750 g",1.0000,1,"750.000","g",,0%,"SOS58400006","13.45","IHG - Entegra - P15","0.7500000","kg","13.45",,"1.0000","1","0.750","0.7500000",
,3011595,"Food","Baking Ingredients","Flavouring","Natural : Rose : Extract",,,"Standard","1 x 40 ml",1.0000,1,"40.000","ml","each",0%,"VAN908","21.46","IHG - Entegra - P15","0.0400000","ltr","21.46",,"1.0000","1","0.040","0.0400000",
,3018893,"Food","Bakery (Frozen)","Bread (Frozen)","Bread : Sesame : Diamant",,"Own","Standard","100 x 55 g",100.0000,1,"55.000","g",,0%,"BRI33003","20.30","IHG - Entegra - P15","5.5000000","kg","0.203",,"100.0000","1","0.055","5.5000000",
,3030741,"Food","Bakery (Frozen)","Mini Buffet Selection (Frozen)","Mini Macaroons : Vanilla",,"Own","Standard","2 x 48 x 1 each",2.0000,48,"1.000","each",,0%,"BRI35720","40.38","IHG - Entegra - P15","96.0000000","each","20.19",,"2.0000","48","1.000","96.0000000",
,3036457,"Food","Baking Ingredients","Culinary Nuts & Seeds","Blanched : Whole Hazelnuts : lightly roasted",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,20%,"AFR520","14.02","IHG - Entegra - P15","1.0000000","kg","14.02",,"1.0000","1","1.000","1.0000000",
,3037636,"Food","Fish & Seafood (Preserved)","Preserved Seafood","Caviar : Oscietra : 3-8 months mature : Acipenser Gueldenstaedtii",,"Own","Standard","1 x 15 g",1.0000,1,"15.000","g",,0%,"STU180","16.44","IHG - Entegra - P15","0.0150000","kg","16.44",,"1.0000","1","0.015","0.0150000",
,3050293,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Blackberry Puree : Serbia 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON247","7.15","IHG - Entegra - P15","1.0000000","kg","7.15",,"1.0000","1","1.000","1.0000000",
,3054740,"Food","Baking Ingredients","Chocolate Products","Temptation : Chocolate Couverture : Belgian Dark Chocolate : 64%",,,"Standard","1 x 5 kg",1.0000,1,"5.000","kg",,0%,"VEL1221921","33.68","IHG - Entegra - P15","5.0000000","kg","33.68",,"1.0000","1","5.000","5.0000000",
,3056605,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","White Peach Puree : Onyx France Rhone Valley 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON408","5.98","IHG - Entegra - P15","1.0000000","kg","5.98",,"1.0000","1","1.000","1.0000000",
,3056636,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Blueberry Puree : Wild Cultivated Poland Chile 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON251","9.53","IHG - Entegra - P15","1.0000000","kg","9.53",,"1.0000","1","1.000","1.0000000",
,3056645,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Raspberry Puree : Willamette Mecker Serbia 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON134","11.05","IHG - Entegra - P15","1.0000000","kg","11.05",,"1.0000","1","1.000","1.0000000",
,3068543,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Yuzu Puree : Japan Kochi 100%",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON459","44.83","IHG - Entegra - P15","1.0000000","kg","44.83",,"1.0000","1","1.000","1.0000000",
,3071912,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Calamansi - Puree : Vietnam 100%",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON334","8.64","IHG - Entegra - P15","1.0000000","kg","8.64",,"1.0000","1","1.000","1.0000000",
,3071919,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Pear Puree : Williams France Haute Provence 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON266","5.53","IHG - Entegra - P15","1.0000000","kg","5.53",,"1.0000","1","1.000","1.0000000",
,3074938,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Blood Orange Puree : Italy Sicily 100%",,,,"1 x 5 kg",1.0000,1,"5.000","kg",,0%,"PON2109","28.19","IHG - Entegra - P15","5.0000000","kg","28.19",,"1.0000","1","5.000","5.0000000",
,3076751,"Food","Baking Ingredients","Flour","Potato Starch",,,"Standard","1 x 5 kg",1.0000,1,"5.000","kg",,0%,"LOU617B","22.57","IHG - Entegra - P15","5.0000000","kg","22.57",,"1.0000","1","5.000","5.0000000",
,3077093,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Morello Cherry Puree : Oblancinska Serbia 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON224","7.12","IHG - Entegra - P15","1.0000000","kg","7.12",,"1.0000","1","1.000","1.0000000",
,3077871,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Strawberry Puree : 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON196","5.97","IHG - Entegra - P15","1.0000000","kg","5.97",,"1.0000","1","1.000","1.0000000",
,3079165,"Food","Fruit,  Prepared (Chilled)","Fruit Puree","Puree : Strawberry : Camarosa Sengana Spain Poland Morocco / 10% Sugar",,"Ponthier","Standard","6 x 1 kg",6.0000,1,"1.000","kg",,0%,"PON556","43.53","IHG - Entegra - P15","6.0000000","kg","7.255",,"6.0000","1","1.000","6.0000000",
,3079283,"Food","Can / Pouches - Fish","Anchovies","Anchovies : in Cider Vinegar",,"Own","Standard","1 x 120 g",1.0000,1,"120.000","g",,0%,"DON27306","11.21","IHG - Entegra - P15","0.1200000","kg","11.21",,"1.0000","1","0.120","0.1200000",
,3080243,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Strawberry Puree : 10% Sugar",,,,"1 x 5 kg",1.0000,1,"5.000","kg",,0%,"PON182","27.81","IHG - Entegra - P15","5.0000000","kg","27.81",,"1.0000","1","5.000","5.0000000",
,3081637,"Food","Baking Ingredients","Stabilizers / Emulsifier","Pectagel : Rose",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,20%,"LOU1610B","69.62","IHG - Entegra - P15","1.0000000","kg","69.62",,"1.0000","1","1.000","1.0000000",
,3091849,"Food","Fruit (Frozen)","All other","Red Fruits : Raspberry, Strawberry, Morello Cherry & Blackcurrant",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON461","7.63","IHG - Entegra - P15","1.0000000","kg","7.63",,"1.0000","1","1.000","1.0000000",
,3108322,"Food","Baking Ingredients","Stabilizers / Emulsifier","Stabilizer 2000",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"LOU1971A","36.03","IHG - Entegra - P15","1.0000000","kg","36.03",,"1.0000","1","1.000","1.0000000",
,3142405,"Food","Bakery (Frozen)","Bread (Frozen)","Ciabatta : Green Olive",,,,"30 x 140 g",30.0000,1,"140.000","g",,0%,"BRI31612","17.07","IHG - Entegra - P15","4.2000000","kg","0.569",,"30.0000","1","0.140","4.2000000",
,3161560,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Black Cherry Puree : Germany 100%",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON221","8.51","IHG - Entegra - P15","1.0000000","kg","8.51",,"1.0000","1","1.000","1.0000000",
,3162770,"Food","Bakery","Rolls & Buns","Roll : Old Seeds",,"Finedor",,"50 x 45 g",50.0000,1,"45.000","g",,0%,"BRI36768","23.01","IHG - Entegra - P15","2.2500000","kg","0.4602",,"50.0000","1","0.045","2.2500000",
,3199437,"Food","Baking Ingredients","Flavouring","Rose Aroma",,,"Standard","1 x 50 g",1.0000,1,"50.000","g",,0%,"SOS46080025","13.66","IHG - Entegra - P15","0.0500000","kg","13.66",,"1.0000","1","0.050","0.0500000",
,3217337,"Food","Baking Ingredients","Chocolate Products","Chocolate Couverture : Belgian Milk : Intense : 35%",,,"Standard","1 x 5kg",1.0000,1,"5.000","kg",,0%,"VEL1221956","32.44","IHG - Entegra - P15","5.0000000","kg","32.44",,"1.0000","1","5.000","5.0000000",
,3217697,"Food","Baking Ingredients","Stabilizers / Emulsifier","Xylitol : Powder",,,"Standard","1 x 750 g",1.0000,1,"750.000","g",,0%,"SOS00100203","11.81","IHG - Entegra - P15","0.7500000","kg","11.81",,"1.0000","1","0.750","0.7500000",
,3252658,"Food","Ice Cream, Lollies & Fzn Fruit","Frozen Fruit","Kiwi : Slices",,,"Standard","5 x 2.5 kg",5.0000,1,"2.500","kg",,0%,"FRU750","40.35","IHG - Entegra - P15","12.5000000","kg","8.07",,"5.0000","1","2.500","12.5000000",
,3262461,"Food","Baking Ingredients","Colouring","Green : Liposoluble",,"Own","Standard","1 x 100 g",1.0000,1,"100.000","g",,0%,"PCB004463","13.12","IHG - Entegra - P15","0.1000000","kg","13.12",,"1.0000","1","0.100","0.1000000",
,3262904,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Coconut Puree : Indonesia : 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON326","9.36","IHG - Entegra - P15","1.0000000","kg","9.36",,"1.0000","1","1.000","1.0000000",
,3286048,"Food","Baking Ingredients","Chocolate Products","White Chocolate : Belgian : Obsession 30% : Couverture",,,"Standard","1 x 5 kg",1.0000,1,"5.000","kg",,0%,"VEL1221681","34.10","IHG - Entegra - P15","5.0000000","kg","34.1",,"1.0000","1","5.000","5.0000000",
,3304623,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Acai : Brazil : Amazonia",,"Own","Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON118","12.94","IHG - Entegra - P15","1.0000000","kg","12.94",,"1.0000","1","1.000","1.0000000",
,3305095,"Food","Baking Ingredients","Colouring","Yellow : 100cc",,"Own","Standard","1 x 100 g",1.0000,1,"100.000","g",,0%,"PCB004461","13.12","IHG - Entegra - P15","0.1000000","kg","13.12",,"1.0000","1","0.100","0.1000000",
,3313033,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Raspberry Puree : Willamette : Mecker Serbia : 100%",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON135","12.16","IHG - Entegra - P15","1.0000000","kg","12.16",,"1.0000","1","1.000","1.0000000",
,3313199,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Red Pepper Puree : Spain Mancha : 100%",,,"Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON258","7.13","IHG - Entegra - P15","1.0000000","kg","7.13",,"1.0000","1","1.000","1.0000000",
,3319833,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","France Rhone Valley : Ruby Peach Puree : 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON436","6.93","IHG - Entegra - P15","1.0000000","kg","6.93",,"1.0000","1","1.000","1.0000000",
,3329475,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Raspberry Puree : Willamette Mecker : Serbia : 100%",,,,"1 x 5 kg",1.0000,1,"5.000","kg",,0%,"PON2105","54.60","IHG - Entegra - P15","5.0000000","kg","54.6",,"1.0000","1","5.000","5.0000000",
,3341134,"Food","Dessert Sundries & Pie Fillings (Fzn)","Sweet Shells & Pastry Cases (Frozen)","Sweet Round : 55 x 18mm",,,"Gluten Free","120 x 1 each",120.0000,1,"1.000","each",,0%,"CPA2500","71.23","IHG - Entegra - P15","120.0000000","each","0.5936",,"120.0000","1","1.000","120.0000000",
,3341633,"Food","Baking Ingredients","Stabilizers / Emulsifier","Ascorbic Acid : Acide Ascorbique",,,"Standard","1 x 1 kg",1.0000,1,"1.000","kg",,0%,"LOU100A","29.25","IHG - Entegra - P15","1.0000000","kg","29.25",,"1.0000","1","1.000","1.0000000",
,3348911,"Food","Baking Ingredients","Colouring","Natural Purple : Liposoluble",,"Own","Standard","1 x 100 g",1.0000,1,"100.000","g",,0%,"PCB004658","40.66","IHG - Entegra - P15","0.1000000","kg","40.66",,"1.0000","1","0.100","0.1000000",
,3348939,"Food","Baking Ingredients","Covering, Decoration & Icing","Transfer Sheets : 40x25cm : Oxygene",,,,"17 x 1 each",17.0000,1,"1.000","each",,0%,"PCB007434","20.81","IHG - Entegra - P15","17.0000000","each","1.2241",,"17.0000","1","1.000","17.0000000",
,3373965,"Food","Cooking Ingredients","Seasoning","Szechuan Bay : Green",,,,"1 x 500 g",1.0000,1,"500.000","g",,0%,"TER121","37.32","IHG - Entegra - P15","0.5000000","kg","37.32",,"1.0000","1","0.500","0.5000000",
,3395757,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Guava Puree : Madagascar : 10% Sugar",,"Ponthier",,"1 x 1kg",1.0000,1,"1.000","kg",,0%,"PON331","6.26","IHG - Entegra - P15","1.0000000","kg","6.26",,"1.0000","1","1.000","1.0000000",
,3404599,"Food","Confectionery","Chocolate - Bitesize","Chocolate : Bonbons : Espirit De Noel Caraibe",,,"Standard","1 x 2 kg",1.0000,1,"2.000","kg",,20%,"VAL11206","51.55","IHG - Entegra - P15","2.0000000","kg","51.55",,"1.0000","1","2.000","2.0000000",
,3434950,"Food","Dessert Sundries & Pie Fillings (Fzn)","Fruit Puree","Pineapple Puree : Golden : Costa Rica : 10% Sugar",,,,"1 x 1 kg",1.0000,1,"1.000","kg",,0%,"PON275","7.63","IHG - Entegra - P15","1.0000000","kg","7.63",,"1.0000","1","1.000","1.0000000",
,3434997,"Non Food","Disposables","Cake Accessories","Cake Board : Round : With Tab : Gold/Black : 8cm",,"Own","Standard","200 x 1 each",200.0000,1,"1.000","each",,20%,"TRA0007R8","11.28","IHG - Entegra - P15","200.0000000","each","0.0564",,"200.0000","1","1.000","200.0000000",
